20,151,33
20,152,33
20,153,33
20,154,33
20,155,36
20,156,36
20,157,36
20,158,33
20,159,33
20,160,31
20,161,31
20,162,29
20,163,26
20,164,26
20,165,29
20,166,29
20,167,26
20,168,29
20,169,33
20,170,33
20,171,33
20,172,13
20,173,10
20,174,15
20,175,13
20,176,13
20,177,13
20,178,19
20,179,22
20,180,33
20,181,33
20,182,36
21,151,33
21,152,33
21,153,33
21,154,33
21,155,36
21,156,36
21,157,36
21,158,33
21,159,33
21,160,31
21,161,31
21,162,29
21,163,26
21,164,26
21,165,29
21,166,29
21,167,26
21,168,29
21,169,33
21,170,33
21,171,33
21,172,13
21,173,10
21,174,15
21,175,13
21,176,13
21,177,13
21,178,19
21,179,22
21,180,33
21,181,33
21,182,36
22,149,43
22,150,38
22,151,36
22,152,33
22,153,33
22,154,31
22,155,33
22,156,33
22,157,33
22,158,31
22,159,33
22,160,31
22,161,31
22,162,26
22,163,26
22,164,26
22,165,26
22,166,26
22,167,29
22,168,31
22,169,31
22,170,31
22,171,31
22,172,31
22,173,10
22,174,10
22,175,8
22,176,6
22,177,15
22,178,29
22,179,36
22,180,33
22,181,36
22,182,36
23,150,38
23,151,38
23,152,33
23,153,36
23,154,33
23,155,33
23,156,33
23,157,33
23,158,31
23,159,31
23,160,29
23,161,26
23,162,26
23,163,26
23,164,24
23,165,26
23,166,26
23,167,26
23,168,29
23,169,31
23,170,31
23,171,31
23,172,29
23,173,31
23,174,36
23,175,36
23,176,40
23,177,43
23,178,40
23,179,38
23,180,36
23,181,38
23,182,43
24,149,43
24,150,38
24,151,36
24,152,36
24,153,33
24,154,31
24,155,31
24,156,31
24,157,33
24,158,31
24,159,31
24,160,29
24,161,26
24,162,26
24,163,26
24,164,24
24,165,26
24,166,26
24,167,29
24,168,29
24,169,31
24,170,31
24,171,31
24,172,29
24,173,33
24,174,36
24,175,36
24,176,40
24,177,43
24,178,40
24,179,38
24,180,38
24,181,40
25,149,43
25,150,38
25,151,36
25,152,33
25,153,33
25,154,33
25,155,31
25,156,31
25,157,31
25,158,29
25,159,29
25,160,26
25,161,24
25,162,26
25,163,26
25,164,24
25,165,24
25,166,24
25,167,26
25,168,26
25,169,29
25,170,29
25,171,31
25,172,29
25,173,33
25,174,36
25,175,36
25,176,38
25,177,43
25,178,43
25,179,43
25,180,43
25,181,43
26,148,43
26,149,43
26,150,38
26,151,36
26,152,36
26,153,33
26,154,33
26,155,31
26,156,31
26,157,29
26,158,26
26,159,26
26,160,26
26,161,24
26,162,26
26,163,24
26,164,26
26,165,24
26,166,26
26,167,26
26,168,29
26,169,26
26,170,26
26,171,29
26,172,29
26,173,31
26,174,33
26,175,33
26,176,36
26,177,40
26,178,40
26,179,40
26,180,40
26,181,43
26,182,43
27,147,43
27,148,43
27,149,43
27,150,36
27,151,36
27,152,36
27,153,33
27,154,31
27,155,29
27,156,29
27,157,26
27,158,26
27,159,26
27,160,24
27,161,24
27,162,26
27,163,24
